"Référence";"Contenu";"Objectif";"Thématique";"Cibles";"Correspondance";"Observations";"Référence ISO (1)";"Contenu ISO (1)";"Référence ISO (2)";"Contenu ISO (2)";"Référence ISO (3)";"Contenu ISO (3)";"Référence ISO (4)";"Contenu ISO (4)";"Référence ISO (5)";"Contenu ISO (5)";"Référence ISO (6)";"Contenu ISO (6)";"Référence ISO (7)";"Contenu ISO (7)"
"15.1-EI/EE";"L’entité s’assure de la sensibilisation et de la mise en œuvre d’un exercice sur table à une fréquence qu’elle définit pour les personnes mobilisables dans le dispositif de gestion des crises d’origine cyber.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteImportante, EntiteEssentielle";"moyen";"Les normes ISO 27001 et ISO 27002 prévoient de nombreuses mesures en matière de sensibilisation des utilisateurs mais ne prévoient aucune mesure relative à la réalisation d'exercices permettant d'évaluer le niveau de préparation de l'entité à une crise d'origine cyber.";"27001:2022-7.2 Compétences";"7.2 Compétences";"27001:2022-7.3 Sensibilisation";"7.3 Sensibilisation";"27002:2022-5.2 Fonctions et responsabilités liées à la sécurité de l'information";"5.2 Fonctions et responsabilités liées à la sécurité de l'information";"27002:2022-6.3 Sensibilisation, enseignement et formation en sécurité de l'information";"6.3 Sensibilisation, enseignement et formation en sécurité de l'information";;;;;;
"15.2-EE";"L’entité définit et met en œuvre une stratégie d’entraînement qui comporte, au minimum, les éléments suivants :
•	Une liste des acteurs amenés à participer aux différents dispositifs d’entraînement et d’exercice ;
•	Une liste d’exercices permettant d’entraîner ou de tester les capacités opérationnelles ;
•	Les objectifs visés par la stratégie ; 
•	Les moyens de vérification ou d’évaluation d’atteinte de ces objectifs ;
•	Les scénarios de risques ou d’attaques à tester en priorité ;
•	La comitologie de suivi de la stratégie.
Cette stratégie peut être mutualisée avec d’autres livrables.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteEssentielle";"moyen";"Les normes ISO 27001 et ISO 27002 prévoient de nombreuses mesures en matière de sensibilisation des utilisateurs mais ne prévoient pas la mise en place d'une stratégie d'entraînement global de l'organisation.";"27001:2022-7.3 Sensibilisation";"7.3 Sensibilisation";"27002:2022-5.30 Préparation des TIC pour la continuité d'activité";"5.30 Préparation des TIC pour la continuité d'activité";"27002:2022-6.3 Sensibilisation, enseignement et formation en sécurité de l'information";"6.3 Sensibilisation, enseignement et formation en sécurité de l'information";;;;;;;;
"15.3-EE";"Cette stratégie d’entraînement vise à tester les dispositifs mis en œuvre par l’entité en matière :
•	De gestion des alertes relatives aux incidents, aux vulnérabilités et menaces ;
•	De continuité et de reprise d’activité ;
•	De gestion des crises d’origine cyber.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteEssentielle";"moyen";"Les normes ISO 27001 et ISO 27002 prévoient de nombreuses mesures en matière de sensibilisation des utilisateurs mais ne prévoient pas la mise en place d'une stratégie d'entraînement global de l'organisation.";"27001:2022-7.3 Sensibilisation";"7.3 Sensibilisation";"27002:2022-5.30 Préparation des TIC pour la continuité d'activité";"5.30 Préparation des TIC pour la continuité d'activité";"27002:2022-6.3 Sensibilisation, enseignement et formation en sécurité de l'information";"6.3 Sensibilisation, enseignement et formation en sécurité de l'information";;;;;;;;
"15.4-EE";"L’entité décline cette stratégie dans la définition et la mise en œuvre d’un programme triennal d’entraînement et d’exercice. Ce programme précise notamment la fréquence de ces entraînements et exercices ainsi que leur nature et que leurs objectifs.
Ce programme triennal doit permettre de tester les dispositifs de gestion des incidents, de gestion des crises d’origine cyber et de coopération avec l’écosystème et, le cas échéant, le volet cyber des plans de continuité et de reprise d’activité.";"Objectif de sécurité 15: Exercices, tests et entrainements";"Exercices, tests et entraînements";"EntiteEssentielle";"moyen";"Les normes ISO 27001 et ISO 27002 prévoient de nombreuses mesures en matière de sensibilisation des utilisateurs mais ne prévoient pas la mise en place d'une stratégie d'entraînement global de l'organisation et de sa déclinaison en un programme d'entraînement.";"27001:2022-7.3 Sensibilisation";"7.3 Sensibilisation";"27002:2022-5.30 Préparation des TIC pour la continuité d'activité";"5.30 Préparation des TIC pour la continuité d'activité";"27002:2022-6.3 Sensibilisation, enseignement et formation en sécurité de l'information";"6.3 Sensibilisation, enseignement et formation en sécurité de l'information";;;;;;;;
"16.1-EE";"L’entité définit, met en œuvre et maintient à jour une gouvernance par les risques.
Cette gouvernance vise à s’assurer que le risque numérique est pris en compte par le dirigeant exécutif de l’entité et les responsables d’activité ou de service de l’entité au regard des rôles et responsabilités définis et que les moyens financiers, humains ou techniques adéquats sont alloués pour maîtriser ce risque.
Cette gouvernance intègre les éléments issus de l’approche par la conformité et la complète par une approche par les risques, réalisée dans les conditions définies ci-après. Ces approches sont complémentaires et peuvent être mutualisées, notamment en termes de livrables attendus.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"élevé";;"27001:2022-6.1.2 Appréciation des risques de sécurité de l'information";"6.1.2 Appréciation des risques de sécurité de l'information";"27001:2022-6.1.3 Traitement des risques de sécurité de l'information";"6.1.3 Traitement des risques de sécurité de l'information";"27001:2022-8.2 Appréciation des risques de sécurité de l'information";"8.2 Appréciation des risques de sécurité de l'information";"27001:2022-8.3 Traitement des risques de sécurité de l'information";"8.3 Traitement des risques de sécurité de l'information";"27002:2022-5.2 Fonctions et responsabilités liées à la sécurité de l'information";"5.2 Fonctions et responsabilités liées à la sécurité de l'information";"27002:2022-5.31 Exigences légales, statutaires, réglementaires et contractuelles";"5.31 Exigences légales, statutaires, réglementaires et contractuelles";;
"16.2-EE";"L’entité s’assure que chaque système d’information fait l’objet d’une analyse de risques.
Cette exigence peut être satisfaite via la réalisation et le maintien à jour d’une analyse de risques pour chaque activité ou service qu’elle fournit, couvrant l’ensemble des systèmes d’information supportant cette activité ou ce service.
Cette analyse de risques s’appuie sur les éléments issus :
•	De la PSSI et des spécificités sectorielles ;
•	De la maîtrise de l’écosystème ;
•	De la maîtrise du système d’information ;
•	De l’approche par conformité ;
•	Des audits.
La méthode EBIOS RM peut être utilisée pour réaliser cette analyse de risques.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"élevé";;"27001:2022-6.1.2 Appréciation des risques de sécurité de l'information";"6.1.2 Appréciation des risques de sécurité de l'information";"27002:2022-5.31 Exigences légales, statutaires, réglementaires et contractuelles";"5.31 Exigences légales, statutaires, réglementaires et contractuelles";;;;;;;;;;
"16.3-EE";"L’entité valide l’analyse de risques, accepte les risques résiduels et met en œuvre le plan d’action pour maîtriser ces risques.
Le plan d’action prévoit, au minimum, une échéance raisonnable et un responsable pour la réalisation de chaque action.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"élevé";;"27001:2022-6.1.3 Traitement des risques de sécurité de l'information";"6.1.3 Traitement des risques de sécurité de l'information";"27001:2022-6.2 Objectifs de sécurité de l'information et plans pour les atteindre";"6.2 Objectifs de sécurité de l'information et plans pour les atteindre";"27001:2022-8.3 Traitement des risques de sécurité de l'information";"8.3 Traitement des risques de sécurité de l'information";;;;;;;;
"16.4-EE";"L’entité réexamine l’analyse de risques au minimum tous les trois ans et en tant que de besoin, notamment en cas d’incident de sécurité ou d’évolutions majeures du contexte métier, technique ou organisationnel.";"Objectif de sécurité 16: Mise en œuvre d'une approche par les risques";"Approche par les risques";"EntiteEssentielle";"élevé";"Alors que la norme ISO 27001 prévoit que l'analyse soit revue à intervalles planifiées, le référentiel NIS 2 impose, lui, que la revue de l'analyse de risque soit, au minimum, tous les trois ans.";"27001:2022-6.1.2 Appréciation des risques de sécurité de l'information";"6.1.2 Appréciation des risques de sécurité de l'information";"27001:2022-8.2 Appréciation des risques de sécurité de l'information";"8.2 Appréciation des risques de sécurité de l'information";;;;;;;;;;
"17.1-EE";"L’entité définit et met en œuvre un programme d’audit de l’ensemble de ses systèmes d’information et s’assure que les audits associés à ce programme ainsi que leur profondeur et leur fréquence tiennent compte de tout ou partie de l’analyse de risque réalisée, de la criticité du système d’information au regard de son organisation et de l’exposition du système d’information aux risques numériques.
Pour évaluer cette criticité et ce niveau d’exposition, l’entité peut s’appuyer sur les recommandations de l’autorité nationale de sécurité des systèmes d’information en matière de gestion des risques numériques.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"élevé";;"27001:2022-9.2.1 Généralités";"9.2.1 Généralités";"27001:2022-9.2.2 Programme d'audit interne";"9.2.2 Programme d'audit interne";"27002:2022-5.35 Révision indépendante de la sécurité de l'information";"5.35 Révision indépendante de la sécurité de l'information";"27002:2022-5.36 Conformité aux politiques, règles et normes de sécurité de l'information";"5.36 Conformité aux politiques, règles et normes de sécurité de l'information";;;;;;
"17.2-EE";"L’audit de sécurité permet, de manière indépendante :
•	De vérifier, sur le périmètre défini, l’atteinte des objectifs fixés par la réglementation via 
o	La conformité aux présentes mesures, ou 
o	La mise en œuvre de mesures alternatives ; et
•	D’évaluer le niveau de sécurité du ou des systèmes d’information couverts au regard des menaces et des vulnérabilités connues.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"élevé";;"27001:2022-9.2.1 Généralités";"9.2.1 Généralités";"27001:2022-9.2.2 Programme d'audit interne";"9.2.2 Programme d'audit interne";"27002:2022-5.35 Révision indépendante de la sécurité de l'information";"5.35 Révision indépendante de la sécurité de l'information";"27002:2022-5.36 Conformité aux politiques, règles et normes de sécurité de l'information";"5.36 Conformité aux politiques, règles et normes de sécurité de l'information";;;;;;
"17.3-EE";"Sans préjudice d’autres obligations légales et réglementaires, l’audit de sécurité comprend au minimum une activité parmi les suivantes : un test d’intrusion (couvrant au minimum les interfaces exposées à des systèmes sous la responsabilité de l’entité pour lesquels elle a décidé de ne pas appliquer les objectifs de sécurité ainsi qu’à des systèmes d’information tiers), un audit de configuration, un audit d’architecture, un audit organisationnel et physique et, lorsque cela est pertinent, un audit de code.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"moyen";"La norme ISO 27001 prévoit la réalisation d'un audit interne mais ne précise pas la nature de cet audit, en particulier la combinaison d'audits organisationnels et physiques, d'architecture, de configuration voire de code, comme le prévoit le référentiel NIS 2.";"27001:2022-9.2 Audit interne";"9.2 Audit interne";"27002:2022-5.35 Révision indépendante de la sécurité de l'information";"5.35 Révision indépendante de la sécurité de l'information";"27002:2022-5.36 Conformité aux politiques, règles et normes de sécurité de l'information";"5.36 Conformité aux politiques, règles et normes de sécurité de l'information";"27002:2022-8.8 Gestion des vulnérabilités techniques";"8.8 Gestion des vulnérabilités techniques";"27002:2022-8.9 Gestion des configurations";"8.9 Gestion des configurations";;;;
"17.4-EE";"Le rapport de l’audit de sécurité présente :
•	Une synthèse de la conformité aux présentes mesures ou aux mesures définies par l’entité pour atteindre les objectifs fixés par la réglementation et du niveau de sécurité des systèmes d’information audités ;
•	Les constats de non-conformité et les vulnérabilités identifiées ;
•	Les recommandations pour y remédier.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"élevé";;"27001:2022-10.2 Non-conformité et action corrective";"10.2 Non-conformité et action corrective";"27002:2022-5.35 Révision indépendante de la sécurité de l'information";"5.35 Révision indépendante de la sécurité de l'information";"27002:2022-5.36 Conformité aux politiques, règles et normes de sécurité de l'information";"5.36 Conformité aux politiques, règles et normes de sécurité de l'information";;;;;;;;
"17.5-EE";"L’entité définit et met en œuvre un plan d’action visant à corriger les non-conformités et les vulnérabilités identifiées.
Ce plan d’action prévoit, au minimum, une échéance raisonnable et un responsable pour la réalisation de chaque action.";"Objectif de sécurité 17: Audit de la sécurité des systèmes d'information";"Audits de la sécurité";"EntiteEssentielle";"élevé";;"27001:2022-10.2 Non-conformité et action corrective";"10.2 Non-conformité et action corrective";"27002:2022-5.35 Révision indépendante de la sécurité de l'information";"5.35 Révision indépendante de la sécurité de l'information";"27002:2022-5.36 Conformité aux politiques, règles et normes de sécurité de l'information";"5.36 Conformité aux politiques, règles et normes de sécurité de l'information";;;;;;;;
"18.1-EE";"L’entité n’installe et ne conserve sur ses systèmes d’information que les ressources logicielles nécessaires à la réalisation de ses activités et services ou au maintien en condition opérationnelle ou de sécurité de ses systèmes d’information (par exemple : utilisation d’un modèle de configuration centralisé (master) contenant exclusivement les logiciels/services strictement nécessaires aux besoins métiers et d’administration).";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"élevé";;"27002:2022-8.9 Gestion des configurations";"8.9 Gestion des configurations";;;;;;;;;;;;
"18.2-EE";"Lorsque des raisons techniques ou opérationnelles ne permettent pas de désactiver ou désinstaller une ressource logicielle, l’entité met en œuvre des mesures permettant de réduire le risque associé.";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"élevé";;"27001:2022-6.1.2 Appréciation des risques de sécurité de l'information";"6.1.2 Appréciation des risques de sécurité de l'information";"27001:2022-6.1.3 Traitement des risques de sécurité de l'information";"6.1.3 Traitement des risques de sécurité de l'information";"27001:2022-8.2 Appréciation des risques de sécurité de l'information";"8.2 Appréciation des risques de sécurité de l'information";"27001:2022-8.3 Traitement des risques de sécurité de l'information";"8.3 Traitement des risques de sécurité de l'information";;;;;;
"18.3-EE";"L’entité configure les ressources de ses systèmes d’information de manière sécurisée en s’appuyant sur les recommandations de l’éditeur de la fonctionnalité, du fabricant de la ressource ou de l’autorité nationale de sécurité des systèmes d’information.";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"élevé";;"27002:2022-8.9 Gestion des configurations";"8.9 Gestion des configurations";;;;;;;;;;;;
"18.4-EE";"L’entité effectue annuellement une revue de configuration des ressources de ses systèmes d’information pour vérifier l’application des mesures précédentes. Il est recommandé que cette revue s’appuie sur un ou des outils automatisés (par exemple : scan de port et de vulnérabilité, revue (manuel ou automatique) des configurations des pares-feux par rapport aux matrices de flux).";"Objectif de sécurité 18: Sécurisation de la configuration des ressources des systèmes d'information";"Sécurisation de la configuration";"EntiteEssentielle";"élevé";"La norme ISO 27002 prévoit que les configurations soient revues régulièrement, le référentiel NIS 2 impose que cette revue soit au minimum annuelle.";"27002:2022-8.9 Gestion des configurations";"8.9 Gestion des configurations";;;;;;;;;;;;
"19.1-EE";"Les actions d’administration sont effectuées au moyen d’un réseau d’administration dédié.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"moyen";"La norme ISO 27002 prévoit des principes généraux en matière d'architecture sécurisée mais ne prévoit pas explicitement la mise en œuvre d'un réseau d'administration dédié.";"27002:2022-8.27 Principes d'ingénierie et d'architecture des système sécurisés";"8.27 Principes d'ingénierie et d'architecture des système sécurisés";;;;;;;;;;;;
"19.2-EE";"Les ressources des réseaux d'administration sont gérées et configurées par l’entité ou par le prestataire qu'elle a mandaté pour réaliser les actions d'administration.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"moyen";"La norme ISO 27002 prévoit des mesures sur la gestion des terminaux utilisateurs mais ne restreint pas l'administration aux seules ressources gérées et configurées par l'organisation ou le prestataire qu'elle a mandaté pour réaliser l'administration de ses systèmes d'information.";"27002:2022-8.1 Terminaux finaux des utilisateurs";"8.1 Terminaux finaux des utilisateurs";"27002:2022-8.27 Principes d'ingénierie et d'architecture des système sécurisés";"8.27 Principes d'ingénierie et d'architecture des système sécurisés";;;;;;;;;;
"19.3-EE";"Les ressources matérielles des réseaux d’administration sont utilisées exclusivement pour réaliser des actions d’administration.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"faible";"La norme ISO 27002 ne prévoit pas de disposition particulière concernant le réseau d'administration et les ressources associées.";;;;;;;;;;;;;;
"19.4-EE";"Le poste physique utilisé pour effectuer des actions d'administration est utilisé exclusivement pour réaliser des actions d’administration.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"faible";"La norme ISO 27002 ne prévoit pas de disposition particulière concernant le réseau d'administration et les ressources associées.";;;;;;;;;;;;;;
"19.5-EE";"La connexion des administrateurs à un réseau d’administration s’effectue au moyen d’un poste physique utilisé exclusivement pour des actions d’administration.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"faible";"La norme ISO 27002 ne prévoit pas de disposition particulière concernant le réseau d'administration et les ressources associées.";;;;;;;;;;;;;;
"19.6-EE";"Lorsque des raisons techniques ou opérationnelles ne permettent pas de dédier le poste de travail physique de l'administrateur pour les actions d'administration, l’entité met en œuvre des mesures de durcissement et de cloisonnement du système d'exploitation du poste de travail permettant d'isoler le système d’exploitation utilisé pour les actions d'administration du système d’exploitation utilisé pour les autres actions. Ces mesures sont conformes aux recommandations de l’autorité nationale de sécurité des systèmes d’information, y compris les recommandations alternatives.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"faible";"La norme ISO 27002 ne prévoit pas de disposition particulière concernant le réseau d'administration et les ressources associées.";;;;;;;;;;;;;;
"19.7-EE";"Les réseaux d'administration sont connectés aux ressources du système d’information à administrer au travers d'une liaison réseau physique utilisée exclusivement pour les actions d'administration. Ces ressources sont administrées au travers de leur interface d'administration physique.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"faible";"La norme ISO 27002 ne prévoit pas de disposition particulière concernant le réseau d'administration et les ressources associées.";"27002:2022-8.20 Sécurité des réseaux";"8.20 Sécurité des réseaux";;;;;;;;;;;;
"19.8-EE";"Les modalités de cloisonnement et de filtrage du réseau d’administration respectent les modalités de cloisonnement et de filtrage mis en œuvre entre et au sein des systèmes d’information (par exemple : deux machines ne pouvant pas communiquer au travers des systèmes d’information ne peuvent pas communiquer au travers du réseau d’administration).";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"moyen";"La norme ISO 27002 prévoit des principes généraux en termes de cloisonnement mais ne prévoit pas de disposition concernant le cloisonnement du réseau d'administration ou le filtrage des flux d'administration.";"27002:2022-8.22 Cloisonnement des réseaux";"8.22 Cloisonnement des réseaux";;;;;;;;;;;;
"19.9-EE";"Lorsque des raisons techniques ou opérationnelles ne permettent pas d'administrer une ressource au travers d'une liaison réseau physique ou de son interface d'administration physique, l’entité met en œuvre des mesures de réduction du risque telles que des mesures de sécurité logique. Ces mesures sont conformes aux recommandations de l’autorité nationale de sécurité des systèmes d’information y compris les recommandations alternatives.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"élevé";;"27001:2022-6.1.2 Appréciation des risques de sécurité de l'information";"6.1.2 Appréciation des risques de sécurité de l'information";"27001:2022-6.1.3 Traitement des risques de sécurité de l'information";"6.1.3 Traitement des risques de sécurité de l'information";"27001:2022-8.2 Appréciation des risques de sécurité de l'information";"8.2 Appréciation des risques de sécurité de l'information";"27001:2022-8.3 Traitement des risques de sécurité de l'information";"8.3 Traitement des risques de sécurité de l'information";;;;;;
"19.10-EE";"Les communications associées à des actions d’administration sont protégées par des mécanismes de chiffrement et d’authentification conformes à l’état de l'art tel que recommandé par l’autorité nationale de sécurité des systèmes d’information (par exemple : en utilisant des protocoles sécurisés garantissant l’authentification de l’administrateur, l’intégrité et la confidentialité des messages).";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"moyen";"La norme ISO 27002 prévoit des mesures de sécurisation des mécanismes d'authentification et de chiffrement. Le référentiel NIS 2 prévoit, quant à lui, que ces mécanismes soient conformes aux recommandations de l'ANSSI.";"27002:2022-5.17 Informations d'authentification";"5.17 Informations d'authentification";"27002:2022-8.21 Sécurité des services réseau";"8.21 Sécurité des services réseau";"27002:2022-8.24 Utilisation de la cryptographie";"8.24 Utilisation de la cryptographie";;;;;;;;
"19.11-EE";"Les communications associées à des actions d’administration qui transitent sur des réseaux non dédiés à ces communications sont cloisonnées au moyen de mécanismes de chiffrement et d’authentification conformes aux mesures recommandées par l’autorité nationale de sécurité des systèmes d’information (par exemple : au travers de tunnels VPN).";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"moyen";"La norme ISO 27002 prévoit des mesures de sécurisation des mécanismes d'authentification et de chiffrement. Le référentiel NIS 2 prévoit, quant à lui, que ces mécanismes soient conformes aux recommandations de l'ANSSI.";"27002:2022-5.17 Informations d'authentification";"5.17 Informations d'authentification";"27002:2022-8.21 Sécurité des services réseau";"8.21 Sécurité des services réseau";"27002:2022-8.24 Utilisation de la cryptographie";"8.24 Utilisation de la cryptographie";;;;;;;;
"19.12-EE";"Lorsque des raisons techniques ou opérationnelles ne permettent pas de recourir à des mécanismes de chiffrement ou d’authentification de ces communications, l’entité met en œuvre des mesures permettant de protéger la confidentialité et l’intégrité de ces flux et de renforcer le contrôle et la traçabilité des actions d’administration.";"Objectif de sécurité 19: Administration des systèmes d'information depuis des ressources dédiées";"Administration des SI";"EntiteEssentielle";"élevé";;"27001:2022-6.1.2 Appréciation des risques de sécurité de l'information";"6.1.2 Appréciation des risques de sécurité de l'information";"27001:2022-6.1.3 Traitement des risques de sécurité de l'information";"6.1.3 Traitement des risques de sécurité de l'information";"27001:2022-8.2 Appréciation des risques de sécurité de l'information";"8.2 Appréciation des risques de sécurité de l'information";"27001:2022-8.3 Traitement des risques de sécurité de l'information";"8.3 Traitement des risques de sécurité de l'information";;;;;;
"20.1-EE";"L’entité s’assure que les équipes en charge de l’activité de supervision de sécurité dimensionnent et opèrent le système d’information supportant l’activité de supervision de sécurité en adéquation avec leur capacité opérationnelle, afin de prendre en compte les journaux et les évènements de sécurité, sans retard injustifié et au maximum sous 24h ouvrés (Par exemple : l’ensemble des évènements de sécurité issus de l’EDR).";"Objectif de sécurité 20: Supervision de la sécurité des systèmes d'information";"Supervision de la sécurité";"EntiteEssentielle";"élevé";;"27002:2022-8.16 Activités de surveillance";"8.16 Activités de surveillance";;;;;;;;;;;;
"20.2-EE";"L’entité élabore et met en œuvre une démarche d’amélioration continue de son activité de supervision de sécurité, afin d’améliorer la couverture des scénarios de menaces identifiés à l’occasion de l’analyse de risque prévue à l’objectif de sécurité 16, et l’efficacité de la supervision de sécurité, en accord avec les dispositions prévues 20.1-EE (par exemple : augmentation des sources de collecte, amélioration des processus de traitements, augmentation des capacités de traitement, centralisation des journaux et des évènements de sécurité, mise en place de corrélation, prise en compte de scénarios de menace supplémentaires).";"Objectif de sécurité 20: Supervision de la sécurité des systèmes d'information";"Supervision de la sécurité";"EntiteEssentielle";"élevé";;"27001:2022-10.1 Amélioration continue";"10.1 Amélioration continue";"27002:2022-8.16 Activités de surveillance";"8.16 Activités de surveillance";;;;;;;;;;
"20.3-EE";"L’entité ou le prestataire qu’elle a mandaté à cet effet maîtrise l’architecture et la configuration du système d’information supportant l’activité de supervision de sécurité (par exemple : Le système peut être composé d’une ou plusieurs des chaînes suivantes : collecte, analyse, investigation, signalement).";"Objectif de sécurité 20: Supervision de la sécurité des systèmes d'information";"Supervision de la sécurité";"EntiteEssentielle";"moyen";"La norme ISO 27002 prévoit de nombreuses mesures sur la maîtrise des systèmes d'information mais ne prévoit pas de spécificité pour les systèmes d'information portant l'activité de supervision.";"27002:2022-5.19 Sécurité de l'information dans les relations avec les fournisseurs";"5.19 Sécurité de l'information dans les relations avec les fournisseurs";;;;;;;;;;;;
"20.4-EE";"En lien avec la démarche d’amélioration continue, l’entité collecte les données de supervision et les évènements de sécurité utiles à la détection des scénarios principaux de menaces, conformément à la disposition prévue en 20.1-EE. Les journaux et évènements reflètent, la variété des activités du système d’information associées (par exemple : réseau, système, applicatif, utilisateur).";"Objectif de sécurité 20: Supervision de la sécurité des systèmes d'information";"Supervision de la sécurité";"EntiteEssentielle";"élevé";;"27002:2022-8.15 Journalisation";"8.15 Journalisation";"27002:2022-8.16 Activités de surveillance";"8.16 Activités de surveillance";;;;;;;;;;
"20.5-EE";"L’entité s’assure que les données de supervision et les événements de sécurité sont conservés pour une durée d'au moins trois mois, sans préjudice d’autres obligations légales et réglementaires (par exemple : le règlement général sur la protection des données à caractère personnel).";"Objectif de sécurité 20: Supervision de la sécurité des systèmes d'information";"Supervision de la sécurité";"EntiteEssentielle";"élevé";;"27002:2022-8.15 Journalisation";"8.15 Journalisation";"27002:2022-8.16 Activités de surveillance";"8.16 Activités de surveillance";;;;;;;;;;
"20.6-EE";"Les données de supervision et les événements de sécurité sont protégés d’un incident les rendant inexploitables (par exemple : le stockage hors-ligne pour répondre à un incident de type rançongiciel).";"Objectif de sécurité 20: Supervision de la sécurité des systèmes d'information";"Supervision de la sécurité";"EntiteEssentielle";"élevé";;"27002:2022-5.28 Collecte des preuves";"5.28 Collecte des preuves";"27002:2022-8.15 Journalisation";"8.15 Journalisation";;;;;;;;;;
